,PlayerName,PlayerHeight,PlayerWeight,PotentialRating,BestPositions,BestOverallRating,PlayerValue,Wage,Nationality,Crossing,FinishingAccuracy,HeadingAccuracy,ShortPassing,Volleys,DefensiveAwareness,StandingTackle,SlidingTackle,Diving,Handling,Kicking,GkPositioning,Reflexes,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,JumpingPower,Stamina,Strength,LongShots,PreferredFoot,WeakFoot,SkillMoves,InternationalReputations,WorkRate,BodyType,Dribbling,Curve,FreekickAccuracy,LongPassing,BallControl,Age
13972,Hans Nicolussi Caviglia,180,70,75,CAM,64,950000,4000,Italy,47,44,57,71,42,49,59,57,8,10,7,10,12,58,45,63,59,49,45,67,63,59,61,68,70,57,61,48,48,Right,3,2,1,High/ Medium,Lean (170-185),62,50,48,69,63,22
13973,Abdoulaye Sidibé,180,70,78,RM,63,1000000,2000,France,60,53,49,60,54,30,27,29,10,11,15,13,9,39,24,59,58,59,50,75,74,70,45,68,64,48,50,54,48,Right,4,2,1,High/ Medium,Lean (170-185),68,60,48,50,64,20
13974,Sebastián Sosa Sánchez,183,71,65,ST,64,525000,2000,Uruguay,33,72,71,56,42,18,14,19,11,5,6,14,6,45,17,59,51,62,45,55,54,60,59,64,61,62,53,51,62,Right,2,2,1,High/ Low,Normal (170-185),61,39,31,33,63,28
13975,Stojan Lukić,192,91,62,GK,62,45000,500,Bosnia Herzegovina,14,15,18,25,14,21,20,11,57,63,52,67,62,21,23,17,29,14,29,24,29,23,59,35,39,59,24,78,11,Right,2,1,1,Medium/ Medium,Normal (185+),14,13,12,20,16,43
13976,Connor Steven Randall,180,76,67,RB,63,550000,1000,England,63,44,42,66,59,62,64,63,13,6,9,6,12,70,54,50,54,56,60,67,63,49,57,57,49,39,51,68,58,Right,4,2,1,Medium/ Medium,Normal (170-185),64,52,32,65,61,27
13977,Alexander MacDonald,170,72,62,CDM,64,375000,2000,Scotland,58,57,53,62,56,55,57,59,12,14,8,8,9,89,62,58,60,57,58,73,69,78,62,91,65,77,86,80,56,Right,3,3,1,High/ High,Stocky (170-),62,59,57,59,61,32
13978,Stefan Ivov Velkov,192,86,72,CB,64,825000,1000,Bulgaria,39,32,60,49,33,62,61,62,14,8,7,12,12,55,64,42,45,46,57,59,66,60,61,49,61,67,67,72,39,Right,3,2,1,Medium/ Medium,Normal (185+),47,34,40,56,56,26
13979,Aaron Wildig,175,73,62,RW,64,400000,2000,England,58,59,43,66,57,48,54,48,11,15,8,11,12,39,42,60,66,49,62,71,69,80,62,80,58,74,73,64,56,Right,3,3,1,High/ Low,Normal (170-185),64,54,45,57,63,30
13980,Dennis Smarsch,195,97,76,GK,62,850000,2000,Germany,12,9,12,18,6,10,12,11,65,62,66,65,63,29,11,7,27,15,24,31,32,36,40,27,50,33,27,74,9,Right,4,1,1,Medium/ Medium,Normal (185+),11,12,8,20,14,23
13981,Denzel Jubitana,173,69,72,CAM,65,900000,2000,Belgium,52,53,39,68,56,49,56,48,6,6,15,9,11,56,54,57,55,44,61,68,62,72,60,80,68,65,57,54,70,Left,3,3,1,High/ Medium,Normal (170-185),69,71,63,61,68,23
13982,Antonino Gallo,183,73,77,LM,63,925000,4000,Italy,61,47,49,64,47,55,60,60,5,12,8,8,11,50,52,49,60,48,57,78,79,65,60,66,59,64,54,55,50,Left,3,2,1,High/ Medium,Lean (170-185),61,60,59,59,60,22
13983,Juan Camilo Becerra Maya,181,79,71,ST,64,900000,3000,Colombia,49,62,60,57,59,37,21,16,7,11,8,8,7,55,22,64,55,66,59,65,70,62,57,66,66,61,66,73,54,Right,3,2,1,Medium/ Medium,Normal (170-185),58,56,46,44,60,24
13984,William Boyle,191,84,67,CB,64,550000,2000,England,32,25,65,44,24,63,64,62,8,15,13,13,7,61,63,24,34,41,53,55,52,37,54,57,37,72,70,74,20,Left,3,2,1,Medium/ Medium,Lean (185+),28,26,27,34,48,27
13985,赵旭日,185,84,62,CDM,64,180000,3000,China PR,54,54,64,64,54,60,62,59,12,14,15,16,11,75,63,60,61,58,63,34,49,58,54,64,79,67,67,74,63,Right,3,2,1,Medium/ Medium,Stocky (185+),57,50,61,69,62,37
13986,Cameron Dummigan,180,70,67,RB,62,550000,650,Northern Ireland,59,30,56,52,25,58,58,57,9,7,8,6,7,50,57,45,50,36,50,71,72,72,54,69,42,70,73,61,32,Right,3,2,1,High/ Medium,Lean (170-185),59,45,33,49,58,26
13987,Josh Barrett,181,71,73,CAM,63,900000,2000,Republic of Ireland,60,55,40,60,54,52,46,44,5,9,14,13,9,34,46,54,58,59,61,71,71,65,58,69,62,53,48,60,59,Right,2,3,1,Medium/ Medium,Stocky (170-185),64,61,58,56,65,24
13988,Kasper Lunding Jakobsen,178,69,72,CAM,63,875000,1000,Denmark,56,56,37,58,38,25,28,36,11,8,11,13,15,44,27,59,58,34,57,72,69,71,58,80,53,79,59,39,54,Left,3,3,1,Medium/ Medium,Lean (170-185),64,66,36,49,65,23
13989,Erdon Daci,183,75,74,ST,63,975000,2000,North Macedonia,58,64,49,55,65,29,17,17,10,11,11,11,9,28,19,58,58,50,55,60,62,57,63,61,62,56,48,58,58,Left,3,2,1,High/ Low,Normal (170-185),73,64,41,48,64,24
13990,Vadaine Oliver,188,78,62,ST,62,400000,2000,England,40,62,63,54,56,35,42,33,12,13,13,15,12,71,40,63,51,59,58,60,62,67,59,58,64,82,69,85,58,Right,2,2,1,Medium/ Low,Normal (185+),56,45,35,43,61,31
13991,Brandon Hanlan,182,83,69,ST,64,800000,2000,England,48,58,55,48,58,39,30,35,6,8,9,6,8,37,22,57,47,58,47,84,87,74,55,77,70,72,81,82,59,Right,3,2,1,High/ High,Normal (170-185),62,60,40,42,62,25
13992,Amar Ćatić,179,78,71,RM,63,900000,2000,Bosnia Herzegovina,60,55,45,57,59,28,29,30,7,8,7,13,12,48,19,55,54,60,52,88,86,76,54,64,59,55,58,66,51,Right,3,3,1,Medium/ Medium,Normal (170-185),62,57,50,53,58,23
13993,Michał Skóraś,172,64,76,RM,63,950000,1000,Poland,55,52,34,61,45,45,23,28,7,12,9,8,8,64,38,51,57,51,51,82,77,80,51,75,50,56,78,56,35,Right,3,3,1,High/ Medium,Normal (170-185),63,47,40,55,59,22
13994,Jack Daniel Kalichi Lahne,174,68,77,CAM,65,925000,600,Sweden,40,65,47,57,52,27,38,37,14,15,14,14,7,62,38,61,59,57,58,93,92,79,49,88,60,91,71,56,57,Right,3,3,1,Medium/ Medium,Lean (170-185),67,45,42,55,64,21
13995,Lucas Beltrán,176,76,80,ST,64,1000000,2000,Argentina,47,63,59,62,52,15,13,16,6,14,10,14,8,30,18,61,42,55,45,67,63,65,51,73,65,67,51,70,52,Right,3,2,1,Medium/ Medium,Normal (170-185),61,43,33,56,67,21
13996,Victor Andrés Guzmán Olmedo,181,75,79,CB,64,950000,1000,Mexico,32,28,60,56,33,62,68,64,11,12,12,10,11,58,61,25,33,44,49,64,69,57,51,74,49,69,65,66,23,Right,3,2,1,Medium/ Medium,Normal (170-185),38,29,35,48,56,20
13997,Pere Joan García Bauzà,185,83,80,GK,62,900000,500,Spain,9,6,11,29,5,8,10,11,53,59,66,66,64,20,12,5,41,11,45,50,60,55,61,62,50,80,70,72,7,Right,2,1,1,Medium/ Medium,Normal (185+),10,8,8,30,19,20
13998,Ginson Edwin Cangá Carabalí,182,87,63,ST,63,475000,500,Ecuador,49,60,61,59,49,29,26,14,12,10,14,11,13,62,16,65,66,55,60,84,81,76,64,73,64,76,65,58,52,Right,3,2,1,High/ Medium,Stocky (170-185),55,53,48,50,59,29
13999,Miguel Bandarra Rodrigues,180,72,68,RB,62,600000,1000,Portugal,55,39,40,59,33,59,57,59,7,15,13,11,12,61,63,52,55,47,63,72,73,68,58,68,68,72,63,62,57,Right,3,2,1,High/ Medium,Normal (170-185),60,60,64,42,58,26
14000,Lewis Ward,195,81,70,GK,62,775000,2000,England,16,15,16,33,15,14,19,12,62,60,60,61,62,36,23,14,33,23,28,46,44,39,56,45,45,58,37,51,19,Right,2,1,1,Medium/ Medium,Lean (185+),19,16,17,24,27,25
14001,Emil Frederiksen,175,71,76,CAM,64,950000,2000,Denmark,53,51,42,62,53,37,40,44,12,7,11,7,14,46,31,47,67,53,57,78,68,88,56,78,67,45,34,49,53,Left,2,3,1,Medium/ Low,Lean (170-185),68,69,54,63,64,22
14002,Roberto Carlos Fernández Toro,173,73,76,LB,62,925000,500,Bolivia,62,32,44,59,25,45,68,67,8,12,6,11,10,50,55,47,34,37,45,64,56,62,56,85,30,63,87,51,29,Left,2,2,1,Medium/ Medium,Lean (170-185),51,51,29,59,38,23
14003,Marcelo Palomino,178,67,76,CAM,64,950000,900,United States,58,50,33,53,42,35,38,32,12,10,14,7,5,37,22,58,66,63,64,68,61,67,70,75,53,53,44,44,54,Right,3,3,1,High/ Low,Normal (170-185),68,47,58,61,70,21
14004,Renny Piers Smith,186,76,67,CM,64,600000,2000,Austria,57,56,50,64,49,58,58,49,16,15,7,11,8,60,61,58,62,47,57,63,66,64,58,77,58,56,67,58,61,Right,3,2,1,Medium/ Medium,Normal (185+),60,53,55,62,62,26
14005,Duckens Moses Nazon,181,79,65,ST,64,525000,3000,Haiti,35,62,56,57,56,21,20,16,14,8,9,16,13,40,20,56,43,62,51,70,77,65,52,67,62,64,46,75,60,Right,3,3,1,Medium/ Medium,Stocky (170-185),66,59,32,39,65,28
14006,Erik Figueroa,184,79,63,CB,63,375000,750,Sweden,63,50,58,61,47,59,61,64,8,13,7,8,9,62,61,58,60,47,59,66,64,59,57,59,64,78,63,65,66,Left,3,2,1,Medium/ Medium,Normal (170-185),60,61,58,60,62,31
14007,Antoine Baroan,188,82,72,CAM,64,875000,1000,France,51,64,56,62,59,15,31,22,14,7,9,8,9,30,21,65,59,65,58,79,77,71,44,61,55,59,52,68,52,Left,3,2,1,Medium/ Medium,Normal (185+),60,57,62,52,67,22
14008,Lucas Cañizares Conchello,186,81,78,GK,62,900000,2000,Spain,12,9,11,56,7,6,14,12,62,66,66,59,56,26,7,6,22,18,44,27,38,42,58,37,50,57,28,53,9,Right,3,1,1,Medium/ Medium,Normal (185+),8,10,13,38,28,20
14009,Santeri Hostikka,184,70,68,RM,63,650000,1000,Finland,58,48,36,60,45,23,24,23,13,13,11,5,11,40,22,54,58,53,56,76,78,76,57,69,59,33,65,58,43,Right,3,3,1,Medium/ Medium,Lean (170-185),63,63,60,54,61,25
14010,Iulian Laurențiu Popescu,180,68,69,GK,62,675000,1000,Romania,10,9,12,25,5,5,10,11,64,62,66,61,64,24,9,7,41,13,32,29,23,25,47,47,50,56,19,38,9,Right,2,1,1,Medium/ Medium,Normal (170-185),10,12,13,16,17,25
14011,Ahmed Al Nazera,172,66,62,LM,62,425000,4000,Saudi Arabia,62,53,51,64,61,29,21,19,7,15,11,15,15,56,26,57,61,63,58,64,62,64,57,74,64,60,61,62,59,Right,3,3,1,Medium/ Low,Normal (170-185),62,52,53,60,61,29
14012,朴世豪,176,66,62,RB,62,350000,2000,China PR,56,32,42,62,28,60,63,56,13,14,10,10,15,73,54,34,43,44,43,78,75,75,62,79,57,74,75,72,39,Right,3,2,1,Medium/ High,Normal (170-185),40,38,38,58,46,31
14013,Donovan Pines,196,88,69,CB,64,750000,1000,United States,21,19,66,49,22,58,63,58,9,5,9,5,8,69,54,26,32,33,44,66,75,60,53,52,29,68,66,81,20,Right,3,2,1,Low/ Medium,Lean (185+),37,26,22,44,46,24
14014,Alejandro Escardó Llamas,176,72,72,LM,65,900000,2000,Spain,56,54,50,68,42,33,35,38,8,6,11,12,9,54,31,46,61,60,60,76,71,74,57,70,58,54,60,52,49,Left,2,3,1,Medium/ Medium,Normal (170-185),67,55,47,64,66,24
14015,Kadir Hodžić,179,71,65,LWB,62,475000,650,Sweden,61,31,44,61,27,57,61,60,8,9,11,12,7,49,61,43,44,38,48,63,60,63,56,71,36,61,61,56,29,Left,3,2,1,Medium/ Medium,Normal (170-185),57,32,36,58,61,28
14016,Eduardo Valentín Rabanal Jaramillo,177,78,66,RB,62,525000,500,Peru,58,32,61,57,29,65,64,55,5,9,14,12,11,41,51,42,30,48,42,64,62,70,66,69,42,60,58,51,37,Right,2,2,1,High/ Medium,Normal (170-185),49,34,36,45,64,25
14017,Harry Smith,196,85,67,ST,64,600000,2000,England,38,63,66,52,53,20,30,27,14,11,11,7,12,68,32,62,51,60,58,59,57,60,57,64,62,69,65,84,57,Right,3,2,1,Medium/ Medium,Normal (185+),59,44,39,47,60,27
14018,Oliver Šarkić,184,77,70,ST,63,900000,2000,Montenegro,57,62,60,56,55,23,23,21,11,9,14,14,11,34,20,60,58,63,54,70,69,65,62,58,59,67,59,59,60,Right,4,3,1,High/ Medium,Normal (170-185),62,50,47,46,63,25
14019,Cristóbal Montiel Rodríguez,178,64,76,CAM,64,950000,6000,Spain,52,54,40,62,52,40,44,40,14,9,14,11,12,44,28,58,60,56,60,66,68,68,58,70,66,60,50,48,60,Left,3,4,1,High/ Medium,Lean (170-185),68,56,52,58,68,22
14020,Paris Cowan-Hall,173,73,62,RM,62,400000,3000,England,57,56,53,56,53,31,37,32,16,16,7,11,11,35,32,56,57,57,56,82,81,78,55,77,58,70,64,61,55,Right,3,3,1,Medium/ Medium,Lean (170-185),62,54,40,53,61,32
14021,Brian Gartland,188,85,62,CB,62,190000,750,Republic of Ireland,37,23,63,54,23,63,62,58,12,14,7,7,14,68,60,24,37,27,53,33,30,33,61,39,50,54,57,87,27,Right,3,2,1,Medium/ Medium,Stocky (185+),36,27,29,44,42,36
14022,Niklas Klinger,187,84,67,GK,62,475000,5000,Germany,12,6,10,24,10,10,9,8,59,60,63,60,64,31,10,6,30,11,41,31,35,49,59,40,47,72,36,64,6,Right,3,1,1,Medium/ Medium,Normal (185+),8,8,7,20,12,27
14023,Ahmed Ildız,181,81,70,CB,64,825000,2000,Turkey,49,41,60,66,43,59,64,61,5,15,11,13,15,60,58,60,58,52,45,54,68,61,55,61,61,62,64,72,51,Right,3,2,1,Medium/ Medium,Lean (170-185),64,47,40,60,60,26
14024,Tom Lebeau,174,65,69,CAM,64,800000,1000,France,58,55,37,69,45,57,61,58,13,7,10,8,12,53,59,48,66,53,58,74,71,70,52,79,59,54,59,40,52,Right,3,2,1,High/ Medium,Lean (170-185),66,50,51,64,62,24
14025,Abdoulaye Dabo,181,74,79,CAM,64,1000000,3000,France,61,61,53,69,59,62,65,63,8,8,14,5,10,42,54,55,52,41,43,69,65,62,53,56,54,32,33,68,58,Left,2,3,1,Medium/ Medium,Normal (170-185),64,52,60,67,66,21
14026,Kyle Magennis,178,73,73,CAM,66,900000,1000,Scotland,57,55,47,66,53,41,45,41,6,10,10,15,10,59,46,60,64,51,61,73,75,72,60,66,65,44,73,68,60,Right,3,3,1,Medium/ Medium,Normal (170-185),65,64,67,62,65,24
14027,Diego Moreno Escobar,174,70,71,LB,62,850000,2000,Spain,54,30,42,51,35,59,61,63,11,13,10,13,7,71,60,45,47,40,48,77,75,72,57,78,55,67,64,52,27,Left,2,3,1,Medium/ Medium,Normal (170-185),58,44,41,48,56,24
14028,Gearóid Morrissey,183,81,63,CDM,62,375000,750,Republic of Ireland,54,53,54,62,60,59,60,59,12,8,7,12,14,61,60,59,56,59,62,52,50,49,59,56,67,51,70,73,62,Right,5,2,1,High/ Medium,Normal (170-185),60,57,55,61,62,31
14029,Ibrahim Cissé,183,76,68,RWB,66,575000,1000,France,64,32,58,66,33,60,65,59,12,8,13,16,13,57,63,55,56,33,62,66,66,67,62,70,45,77,70,65,36,Right,2,2,1,Low/ Medium,Lean (170-185),61,53,41,61,64,26
14030,David Buchholz,187,82,62,GK,62,45000,1000,Germany,14,15,21,28,16,19,15,13,61,66,44,64,62,21,13,16,41,13,17,23,25,27,56,22,33,37,19,39,14,Right,2,1,1,Medium/ Medium,Normal (185+),12,21,23,18,17,38
14031,Brazão Teixeira Pedro David,172,62,81,CAM,64,1000000,1000,Portugal,46,51,41,56,47,45,35,39,9,10,6,11,7,41,26,49,58,58,61,74,76,86,57,87,64,57,52,38,53,Left,3,3,1,Medium/ Medium,Lean (170-185),72,64,53,54,72,20
14032,Tim Siersleben,187,80,75,CB,64,900000,5000,Germany,48,23,60,59,27,61,67,64,6,11,11,9,15,56,60,26,36,47,57,63,67,52,62,51,45,67,58,67,41,Left,2,2,1,Medium/ Medium,Lean (185+),51,27,30,45,57,22
14033,Steven Luštica,174,70,62,CM,62,400000,700,Australia,54,60,46,68,40,45,46,40,11,7,6,15,15,56,58,62,66,44,55,63,54,75,56,83,59,61,68,64,65,Right,3,2,1,Medium/ Medium,Normal (170-185),53,57,47,62,61,31
14034,Henrik Castegren,183,82,70,CB,64,825000,1000,Sweden,49,26,57,57,27,57,63,60,7,8,11,10,15,71,59,47,48,39,51,63,65,60,58,40,42,78,59,73,28,Right,3,2,1,Medium/ Medium,Normal (170-185),49,43,28,56,55,26
14035,Elliot Charles Parish,188,83,62,GK,62,275000,1000,England,12,15,12,25,15,25,12,13,63,62,61,58,64,26,14,8,26,13,43,40,40,39,54,37,46,57,22,52,16,Right,2,1,1,Medium/ Medium,Normal (185+),14,12,13,33,16,32
14036,Juan Daniel Sandy Lazcano,182,77,73,GK,62,725000,500,Bolivia,12,6,13,20,8,7,15,13,60,62,60,62,61,21,10,6,25,15,32,33,29,38,55,44,45,61,23,55,7,Right,2,1,1,Medium/ Medium,Normal (170-185),15,13,12,25,20,21
14037,Garissone Innocent,192,90,74,GK,62,850000,6000,France,10,6,11,24,9,7,13,12,62,59,61,61,64,22,10,5,26,14,25,30,31,37,53,35,46,57,25,64,9,Right,3,1,1,Medium/ Medium,Normal (185+),12,14,11,22,15,22
14038,Cleilton Monteiro da Costa,181,84,74,ST,64,975000,4000,Brazil,48,65,58,54,54,11,19,21,13,15,15,14,15,45,14,61,64,61,45,72,68,73,62,69,58,68,51,65,54,Right,3,3,1,High/ Medium,Stocky (170-185),70,45,32,41,62,24
14039,Charalambos Makridis,180,73,68,ST,65,625000,2000,Germany,36,69,58,56,67,18,22,21,9,12,11,5,7,36,20,54,60,69,51,67,71,70,59,70,70,70,60,59,62,Right,4,2,1,High/ Medium,Normal (170-185),70,62,42,43,64,26
14040,Arthur Theate,191,81,73,CB,64,825000,2000,Belgium,51,23,59,56,24,55,66,65,7,6,12,11,10,71,56,23,43,32,57,58,73,49,54,46,46,57,53,74,28,Left,3,2,1,Medium/ Medium,Normal (185+),45,26,27,52,57,22
14041,Lee Harry Erwin,188,79,65,ST,64,525000,2000,Scotland,40,62,60,56,56,30,15,19,16,10,13,15,14,32,27,62,61,68,60,67,67,69,56,55,63,72,69,72,58,Right,3,2,1,High/ Medium,Normal (185+),61,40,29,45,61,28
14042,Conor McGrandles,185,64,67,RM,65,600000,2000,Scotland,59,57,50,65,39,52,53,48,15,13,8,10,15,62,50,56,59,52,59,71,67,74,58,61,55,65,84,65,52,Right,3,2,1,High/ High,Lean (185+),64,50,40,63,64,27
14043,Elijah Adebayo,193,89,71,ST,64,900000,3000,England,43,62,58,54,54,42,43,34,6,11,9,11,11,75,39,61,54,57,58,71,74,64,56,51,62,63,74,79,53,Right,3,3,1,Medium/ Medium,Lean (185+),61,54,39,42,62,24
14044,Fabricio Domínguez Huertas,177,70,73,CM,64,900000,3000,Uruguay,44,52,56,68,44,48,55,53,10,9,11,14,9,45,63,61,55,46,43,67,59,58,58,67,57,60,67,50,51,Right,2,2,1,Medium/ Medium,Lean (170-185),62,49,47,61,66,24
14045,Pádraig Amond,178,79,62,ST,62,325000,3000,Republic of Ireland,45,64,62,52,58,54,22,18,11,12,9,16,14,42,29,64,55,65,58,63,66,59,59,71,64,74,67,72,56,Right,4,2,1,High/ High,Normal (170-185),56,60,38,37,60,34
14046,Adrián Turmo Jodar,174,70,76,ST,64,950000,1000,Spain,31,67,65,53,52,14,15,18,9,11,8,14,7,44,20,60,58,72,56,78,75,72,59,77,66,66,58,53,64,Right,3,2,1,Medium/ Medium,Normal (170-185),58,44,38,40,56,21
14047,Alex Arthur Rufer,184,75,65,RM,64,475000,850,New Zealand,57,53,52,62,39,56,62,57,13,10,10,15,11,81,57,62,62,56,63,66,68,72,62,73,66,66,71,69,53,Right,3,3,1,Medium/ Medium,Normal (170-185),61,55,61,60,62,26
14048,Axel Óskar Andrésson,193,83,72,CB,63,700000,750,Iceland,45,37,60,57,38,62,61,62,14,14,7,8,13,54,58,28,35,55,52,51,54,45,54,53,49,73,65,77,55,Left,2,2,1,Medium/ Medium,Normal (185+),40,39,60,58,47,24
14049,Sandro Leonardo Morales,180,72,61,RB,61,300000,3000,Argentina,56,32,59,54,27,52,70,66,6,15,14,9,11,59,52,48,43,42,42,60,64,55,57,66,32,64,66,57,30,Right,4,2,1,High/ Medium,Normal (170-185),60,36,41,50,50,31
14050,Maikel Chang,178,79,61,RM,61,325000,2000,Cuba,71,48,33,62,38,23,51,42,6,10,9,5,12,25,15,60,68,51,44,66,64,65,41,65,53,46,47,60,39,Right,4,2,1,High/ Medium,Normal (170-185),60,47,37,58,65,31
14051,Tosaint Ricketts,183,77,61,ST,61,275000,2000,Canada,55,61,66,53,56,19,14,12,14,12,15,13,15,58,20,60,45,46,53,84,85,66,53,58,67,89,34,68,55,Right,2,2,1,Medium/ Low,Lean (170-185),48,50,21,30,53,35
14052,Jeroen Houwen,188,73,66,GK,61,400000,2000,Netherlands,12,19,16,25,14,9,12,12,61,59,58,58,62,24,16,8,40,22,47,44,44,35,58,34,44,50,25,63,12,Right,2,1,1,Medium/ Medium,Normal (185+),11,14,12,24,20,26
14053,Maciej Pałaszewski,175,66,72,RWB,64,725000,1000,Poland,67,44,56,62,45,55,65,59,13,11,8,15,14,60,57,46,63,44,49,64,66,79,51,86,54,70,72,56,53,Right,3,2,1,Medium/ High,Normal (170-185),61,52,37,63,65,24
14054,Niccolò Zanellato,187,80,72,CAM,63,725000,2000,Italy,59,32,60,69,43,42,61,58,10,11,12,6,8,40,52,52,54,59,55,65,56,69,59,62,61,52,48,57,62,Right,3,3,1,Medium/ Medium,Lean (185+),69,67,64,65,69,24
14055,Nixon Andrés Molina Torres,181,80,64,CDM,62,375000,500,Ecuador,38,38,45,62,31,57,62,58,7,10,7,7,14,58,61,34,56,34,42,57,55,52,67,61,39,60,61,59,36,Right,3,2,1,Medium/ Medium,Normal (170-185),40,36,32,57,62,29
14056,Adrien Truffert,173,63,75,LB,61,725000,2000,France,59,32,53,56,35,56,61,60,6,6,6,6,8,55,57,53,49,44,50,61,60,61,56,69,51,58,61,52,39,Left,3,2,1,Medium/ Medium,Lean (170-185),62,47,38,49,59,21
14057,Gregory Sloggett,188,75,68,CM,63,625000,600,Republic of Ireland,59,54,50,64,41,58,60,56,7,15,14,13,12,55,58,57,62,52,60,55,58,61,60,53,57,52,68,55,57,Right,3,2,1,Medium/ Medium,Normal (185+),59,56,57,63,55,26
14058,Adetayo Edun,172,75,70,CDM,65,725000,2000,England,54,39,53,64,36,61,59,58,12,11,12,12,9,74,64,54,58,55,61,74,68,80,64,83,54,67,82,58,46,Left,3,2,1,Medium/ Medium,Normal (170-185),59,35,55,61,60,24
14059,윤용호 尹永浩,173,68,66,CAM,63,500000,950,Korea Republic,43,51,39,64,43,55,36,43,9,5,11,7,8,55,53,61,63,45,54,63,63,62,52,80,64,53,64,62,58,Right,3,3,1,Medium/ Medium,Normal (170-185),65,44,41,61,63,26
14060,Jesper Löfgren,193,87,70,CB,63,675000,850,Sweden,25,28,62,57,23,57,61,56,9,12,8,13,13,57,58,36,39,36,47,55,58,45,56,42,33,65,60,82,23,Right,2,2,1,Medium/ Medium,Lean (185+),51,26,25,45,56,25
14061,Bryan Meredith,188,94,61,GK,61,220000,1000,United States,18,17,13,39,12,12,17,13,65,60,64,54,64,41,17,13,13,21,41,41,53,43,54,41,48,61,39,80,13,Right,2,1,1,Medium/ Medium,Normal (185+),15,16,14,36,17,33
14062,Alexis Gastón Sosa,177,76,74,CB,63,750000,2000,Argentina,37,31,64,43,34,62,65,63,13,5,6,9,9,62,58,44,30,53,47,47,48,49,55,63,40,73,46,65,32,Right,3,2,1,Medium/ High,Normal (170-185),30,34,31,40,49,23
14063,Nebiyou Perry,175,70,73,RM,62,800000,750,Sweden,54,48,37,60,44,23,23,28,6,12,10,6,8,32,22,51,54,45,60,79,77,84,49,81,50,52,49,40,35,Right,3,3,1,Medium/ Medium,Lean (170-185),66,44,34,57,62,23
14064,David Manuel Fleitas Montiel,180,84,69,ST,63,725000,500,Paraguay,55,67,63,58,61,15,15,21,14,7,11,7,11,33,18,62,45,60,42,57,60,59,52,49,62,78,61,72,55,Right,3,2,1,High/ Low,Normal (170-185),60,40,30,51,58,25
14065,Mees Bakker,187,75,73,GK,61,675000,600,Netherlands,14,9,15,22,9,6,12,12,64,59,61,55,61,22,12,7,34,15,42,32,25,40,62,32,46,52,24,48,11,Right,2,1,1,Medium/ Medium,Normal (185+),12,12,13,22,20,21
14066,Alan Dzabana,171,71,69,CAM,64,725000,2000,France,43,65,42,60,59,17,13,18,11,9,9,11,7,34,12,61,55,65,54,82,82,88,58,90,62,47,51,56,57,Right,3,3,1,Medium/ Medium,Normal (170-185),65,53,47,46,62,25
14067,Mohammed Al Dawsari,174,67,71,RB,61,675000,2000,Saudi Arabia,57,28,48,51,31,56,57,58,12,13,11,6,7,62,59,44,43,37,46,75,74,61,53,75,40,66,67,47,31,Right,3,2,1,Medium/ Medium,Normal (170-185),56,48,35,43,55,23
14068,Viktor Gustafsson,176,73,68,CDM,62,600000,600,Sweden,42,45,45,60,30,59,59,56,9,8,15,10,6,62,59,53,57,36,54,63,65,62,56,66,46,57,69,68,44,Right,3,2,1,Low/ Medium,Lean (170-185),56,37,38,58,59,27
14069,Fernando Raúl Romero González,175,80,71,ST,63,725000,500,Paraguay,36,63,65,61,56,21,19,20,11,8,7,7,14,55,20,61,43,60,48,59,65,59,55,64,60,76,63,72,51,Right,3,2,1,High/ Low,Normal (170-185),55,33,29,26,60,22
14070,Daniel Steininger,187,79,64,ST,65,425000,1000,Germany,57,60,63,55,59,34,25,20,10,7,8,12,13,41,23,62,47,57,46,74,73,65,58,69,65,46,55,71,49,Right,3,2,1,Medium/ Medium,Normal (185+),61,53,42,49,64,27
14071,Abdullah Hassoun Tarmin,178,70,70,RB,61,700000,5000,Saudi Arabia,56,39,50,53,31,55,56,58,13,6,14,12,8,71,58,49,47,34,46,75,73,67,53,72,43,65,69,60,24,Right,3,2,1,High/ Medium,Normal (170-185),55,40,28,47,55,25
14072,Wojciech Lisowski,186,84,61,RB,61,300000,900,Poland,54,40,50,58,32,54,56,60,11,15,10,12,12,63,58,43,38,38,49,71,68,65,54,57,54,56,71,66,38,Right,3,2,1,Medium/ Medium,Normal (185+),59,48,29,62,54,30
14073,Jonathan Rasheed,191,88,64,GK,61,300000,900,Norway,14,14,15,26,13,20,14,16,63,58,61,59,62,18,20,11,32,18,39,30,31,36,54,42,46,48,32,79,14,Right,2,1,1,Medium/ Medium,Normal (185+),14,13,15,24,19,31
14074,Dženan Zajmović,190,76,64,ST,63,425000,2000,Bosnia Herzegovina,62,63,60,58,54,26,24,24,14,13,10,14,13,37,18,60,58,43,49,62,68,48,58,69,63,64,55,61,57,Left,3,2,1,Medium/ Medium,Lean (185+),64,42,48,51,58,28
14075,Javier María Vázquez López,180,72,74,LWB,62,750000,2000,Spain,62,30,63,62,32,62,62,60,7,14,8,8,9,53,58,35,40,48,43,55,61,48,58,63,42,70,52,55,31,Right,3,2,1,High/ Medium,Normal (170-185),40,35,32,41,59,22
